AnnualIncome,Investments,Deductions,HRA,Age,EmploymentType,MaritalStatus,TaxLiability,TaxBurdenRatio,TaxSavings,StandardDeduction,EffectiveStrategy
1232307.17,79446.0,68621.0,396069.88,65,Private,Married,32569.71,0.0264,351910.13,50000,Senior_Planning
1177346.3,126483.0,17484.0,287335.83,64,Government,Married,38588.52,0.0328,328743.52,50000,Senior_Planning
1467569.93,113041.0,17989.0,336857.0,43,Private,Married,77950.54,0.0531,379931.28,50000,Aggressive_Tax_Planning
1684615.68,36152.0,34664.0,157516.77,53,Business,Married,183633.56,0.109,341966.54,0,High_Income_Strategy
1376545.52,27753.0,10367.0,431814.92,57,Private,Married,63431.25,0.0461,366050.95,50000,Aggressive_Tax_Planning
1485041.11,45639.0,85311.0,188131.12,66,Private,Married,112519.68,0.0758,350813.15,50000,Senior_Planning
912531.22,69074.83,72560.49,242718.57,26,Government,Single,15930.44,0.0175,268779.3,50000,Standard_Planning
1469622.54,12072.0,94537.0,581805.17,72,Private,Married,43868.51,0.0299,414653.73,50000,Senior_Planning
1047909.3,105272.0,1627.0,75519.29,69,Private,Married,57016.6,0.0544,269931.1,50000,Senior_Planning
1448185.5,128540.0,488.0,105530.09,70,Private,Married,122434.5,0.0845,329399.38,50000,Senior_Planning
1102813.75,112284.0,83084.0,318027.54,59,Government,Married,22299.49,0.0202,321778.4,50000,Aggressive_Tax_Planning
1248645.93,100631.0,94828.0,119648.93,28,Business,Single,67631.93,0.0542,321945.6,0,Aggressive_Tax_Planning
1153655.75,143698.0,50494.0,24980.07,70,Private,Married,67779.45,0.0588,292161.14,50000,Senior_Planning
1695029.06,129033.0,6393.0,323546.87,74,Private,Married,127099.69,0.075,401749.38,50000,Senior_Planning
1343397.1,67015.0,54049.0,499315.45,75,Private,Married,36193.84,0.0269,382946.06,50000,Senior_Planning
918424.7,19199.27,13087.41,172910.83,26,Private,Single,35175.63,0.0383,251372.88,50000,Standard_Planning
1411468.82,98285.0,4946.0,64696.81,61,Self-Employed,Single,128656.53,0.0912,311721.74,0,Senior_Planning
1514085.66,28915.0,50432.0,3947.16,46,Business,Married,177005.79,0.1169,295388.94,0,High_Income_Strategy
1110229.52,100516.0,70402.0,85771.27,69,Business,Single,55152.28,0.0497,291239.33,0,Senior_Planning
1236078.85,117012.0,1715.0,365575.5,25,Government,Single,39277.11,0.0318,346379.49,50000,Aggressive_Tax_Planning
1509032.89,39411.0,97898.0,194711.74,41,Private,Married,114818.53,0.0761,355999.73,50000,High_Income_Strategy
1058943.14,127484.0,1312.0,276957.57,64,Business,Married,28931.72,0.0273,301458.54,0,Senior_Planning
1457401.64,137140.0,590.0,176897.3,46,Government,Married,107697.06,0.0739,347012.25,50000,Aggressive_Tax_Planning
1437422.56,30465.0,91840.0,192428.67,57,Self-Employed,Married,103519.29,0.072,344956.55,0,Aggressive_Tax_Planning
1856643.72,79328.0,80177.0,45483.48,48,Self-Employed,Married,242316.44,0.1305,336956.4,0,High_Income_Strategy
920649.08,4769.49,23651.03,319702.48,62,Private,Married,20542.71,0.0223,266699.8,50000,Senior_Planning
754305.69,80536.78,41026.44,219006.84,23,Government,Single,8514.25,0.0113,226829.12,50000,Standard_Planning
1554759.34,109865.0,39037.0,33095.32,58,Self-Employed,Married,161918.13,0.1041,323166.79,0,High_Income_Strategy
913540.05,60297.58,84257.09,221164.7,60,Retired,Single,17973.35,0.0197,267051.14,0,Senior_Planning
1100034.1,126309.0,62891.0,259613.25,21,Business,Single,28726.97,0.0261,314483.67,0,Aggressive_Tax_Planning
1527199.59,103552.0,19989.0,440173.9,60,Private,Married,72303.61,0.0473,404182.66,50000,Senior_Planning
1580052.16,76081.0,18776.0,555970.02,56,Private,Single,66959.12,0.0424,426017.15,50000,High_Income_Strategy
983827.58,63178.59,89603.02,247718.05,71,Private,Single,21666.1,0.022,285288.1,50000,Senior_Planning
1060255.5,135138.0,32995.0,142202.35,59,Business,Married,38991.7,0.0368,291808.02,0,Aggressive_Tax_Planning
1788970.0,15486.0,93258.0,379858.12,41,Government,Married,143095.65,0.08,415062.99,50000,High_Income_Strategy
1108913.86,69474.0,47392.0,399639.1,27,Self-Employed,Single,22610.51,0.0204,323370.61,0,Aggressive_Tax_Planning
829738.28,70112.14,63281.4,102940.35,25,Government,Single,22714.06,0.0274,236164.29,50000,Standard_Planning
1180702.71,123327.0,31635.0,378563.01,72,Private,Married,28306.48,0.024,340072.76,50000,Senior_Planning
1525105.06,110732.0,21168.0,514278.95,56,Retired,Single,59112.47,0.0388,416720.31,0,High_Income_Strategy
961966.64,104357.66,92203.1,308507.7,68,Private,Married,10758.71,0.0112,289374.89,50000,Senior_Planning
1857325.27,54596.0,64620.0,595283.32,54,Government,Married,107707.8,0.058,471777.69,50000,High_Income_Strategy
1170853.14,40404.0,21312.0,351413.85,31,Private,Single,40204.83,0.0343,325101.35,50000,Aggressive_Tax_Planning
1366357.31,111994.0,34283.0,210314.64,61,Private,Married,80031.26,0.0586,346272.22,50000,Senior_Planning
826041.74,5899.94,44935.48,296692.82,27,Private,Married,11882.7,0.0144,245842.32,50000,Standard_Planning
1577329.96,47421.0,8161.0,539611.95,47,Government,Married,75213.22,0.0477,416913.73,50000,High_Income_Strategy
818811.26,56707.02,80797.72,23878.45,23,Self-Employed,Single,29372.52,0.0359,226096.59,0,Standard_Planning
1344813.61,138643.0,34593.0,323478.95,57,Private,Single,54303.39,0.0404,365278.45,50000,Aggressive_Tax_Planning
1128530.05,45165.0,76825.0,393359.25,68,Business,Married,24770.8,0.0219,327330.57,0,Senior_Planning
1495768.52,11681.0,3047.0,85495.16,67,Private,Married,167841.79,0.1122,298837.98,50000,Senior_Planning
973681.72,109407.58,55085.13,190494.8,28,Business,Married,25344.2,0.026,278444.5,0,Standard_Planning
1194945.73,96126.0,80457.0,418148.25,56,Self-Employed,Married,23422.31,0.0196,349400.76,0,Aggressive_Tax_Planning
1211618.57,35780.0,60884.0,443972.62,63,Government,Married,30782.12,0.0254,347242.87,50000,Senior_Planning
1384576.68,102633.0,97334.0,288790.56,70,Government,Single,61747.78,0.0446,370240.14,50000,Senior_Planning
1394777.88,85000.0,60785.0,12457.61,50,Private,Married,127199.34,0.0912,307971.36,50000,Aggressive_Tax_Planning
863252.56,116481.7,54142.67,110257.51,35,Private,Single,21566.55,0.025,247768.25,50000,Standard_Planning
1077676.82,46630.0,60023.0,68653.86,73,Private,Single,62769.71,0.0582,273465.46,50000,Senior_Planning
1222291.81,131587.0,69574.0,190866.01,47,Government,Married,51521.31,0.0422,329833.74,50000,Aggressive_Tax_Planning
1418278.04,80072.0,7686.0,314427.53,70,Private,Married,81347.24,0.0574,361155.51,50000,Senior_Planning
1756429.24,735.0,71619.0,610413.16,58,Private,Married,93321.71,0.0531,454684.21,50000,High_Income_Strategy
900510.27,85396.56,59213.51,144847.14,26,Private,Married,24549.52,0.0273,256409.69,50000,Standard_Planning
864018.17,75648.68,50012.62,225158.12,28,Government,Married,14372.67,0.0166,255201.0,50000,Standard_Planning
858834.03,19502.52,11064.73,223096.61,33,Private,Single,23937.7,0.0279,244018.52,50000,Standard_Planning
870306.15,6579.07,41172.86,57480.74,23,Business,Single,41351.46,0.0475,230184.06,0,Standard_Planning
1604960.71,107257.0,55116.0,468624.38,39,Private,Married,73938.28,0.0461,426809.46,50000,High_Income_Strategy
1297522.27,4830.0,9608.0,217593.0,49,Private,Married,91622.18,0.0706,313204.76,50000,Aggressive_Tax_Planning
1210845.63,131770.0,10723.0,410486.38,60,Self-Employed,Married,29418.09,0.0243,348365.75,0,Senior_Planning
898547.34,4022.5,26730.56,70597.56,60,Self-Employed,Married,46362.69,0.0516,233984.08,0,Senior_Planning
1495872.02,100105.0,30518.0,382528.82,64,Private,Single,75304.35,0.0503,391407.72,50000,Senior_Planning
954986.76,121703.45,83675.66,312774.18,28,Private,Single,9715.34,0.0102,288240.53,50000,Standard_Planning
1075184.05,148314.0,73514.0,229874.25,57,Private,Single,25842.11,0.024,309615.32,50000,Aggressive_Tax_Planning
1085277.19,50669.0,72771.0,279087.12,51,Private,Married,32006.01,0.0295,306600.48,50000,Aggressive_Tax_Planning
1779910.7,27480.0,54989.0,395308.15,38,Private,Single,143554.72,0.0807,411777.41,50000,High_Income_Strategy
1274597.67,146895.0,47909.0,175578.51,67,Private,Married,63057.56,0.0495,334616.91,50000,Senior_Planning
1209757.16,116408.0,17835.0,197328.86,52,Private,Married,58996.91,0.0488,318447.33,50000,Aggressive_Tax_Planning
1694336.69,24139.0,64018.0,276225.82,45,Government,Married,150788.01,0.089,377845.04,50000,High_Income_Strategy
1230782.0,110798.0,33672.0,78739.05,46,Business,Single,79575.17,0.0647,304428.81,0,Aggressive_Tax_Planning
898033.82,112642.05,8101.31,160855.67,29,Private,Married,25109.22,0.028,255077.33,50000,Standard_Planning
1440401.56,48140.0,42376.0,538493.29,68,Retired,Single,48577.19,0.0337,400828.09,0,Senior_Planning
795615.52,1169.71,50138.17,272249.53,35,Private,Married,11547.02,0.0145,236685.02,50000,Standard_Planning
1590068.84,131094.0,17293.0,597396.0,49,Self-Employed,Married,53708.59,0.0338,442392.89,0,High_Income_Strategy
1522017.83,127545.0,39721.0,201085.89,57,Private,Married,109962.51,0.0722,364907.05,50000,High_Income_Strategy
936557.51,113017.66,76554.25,7286.74,23,Private,Single,37928.68,0.0405,254277.26,50000,Standard_Planning
1079820.26,73196.0,49698.0,146246.66,28,Private,Married,48466.02,0.0449,288437.9,50000,Aggressive_Tax_Planning
763911.12,15548.66,43726.07,176993.51,29,Private,Married,15874.86,0.0208,222465.41,50000,Standard_Planning
1161309.93,69415.0,63715.0,457242.34,31,Government,Married,20377.51,0.0175,341951.19,50000,Aggressive_Tax_Planning
1244748.68,57662.0,26151.0,117207.68,58,Private,Single,87095.42,0.07,301266.16,50000,Aggressive_Tax_Planning
1371365.45,11092.0,80243.0,158007.53,36,Private,Single,103380.77,0.0754,324485.25,50000,Aggressive_Tax_Planning
1408189.38,133970.0,71457.0,110206.48,39,Private,Married,97251.63,0.0691,342103.46,50000,Aggressive_Tax_Planning
1390137.5,274.0,56863.0,267633.07,65,Private,Married,91596.43,0.0659,342126.47,50000,Senior_Planning
1806874.66,128545.0,55962.0,115768.4,58,Private,Married,197058.97,0.1091,366685.93,50000,High_Income_Strategy
1244621.89,60723.0,47579.0,120832.04,70,Government,Married,81221.47,0.0653,307100.56,50000,Senior_Planning
1472967.58,86601.0,77020.0,402299.96,73,Private,Married,63499.27,0.0431,396066.61,50000,Senior_Planning
1011972.29,9053.0,77511.0,362842.5,66,Self-Employed,Married,19506.84,0.0193,296228.51,0,Senior_Planning
1261987.32,116114.0,34416.0,228393.72,68,Business,Married,59757.92,0.0474,333982.12,0,Senior_Planning
893866.71,61491.92,181.44,159561.81,65,Private,Married,30953.68,0.0346,247932.73,50000,Senior_Planning
1312721.58,47700.0,23767.0,215469.3,62,Retired,Single,83363.34,0.0635,326205.8,0,Senior_Planning
975810.46,10144.27,19244.53,236164.67,66,Private,Married,34866.73,0.0357,269586.14,50000,Senior_Planning
993316.15,138681.9929717753,89212.64,312886.67,66,Retired,Married,17744.29,0.0179,292170.35,0,80C_Investment
785873.73,134839.65306886486,25903.75,140411.98,70,Retired,Married,19112.6,0.0243,226080.0,0,80C_Investment
502634.43,134492.74568658028,747.67,107502.91,29,Government,Single,6500.0,0.0129,150321.94,50000,80C_Investment
616719.79,142610.64939847213,67433.1,118659.21,24,Private,Single,6649.74,0.0108,185766.83,50000,80C_Investment
690125.73,134612.29307319876,70082.46,203714.9,30,Government,Married,8599.6,0.0125,206719.63,50000,80C_Investment
581775.2,139513.1292651841,9725.29,109409.95,22,Self-Employed,Single,9015.04,0.0155,172498.83,0,80C_Investment
558764.78,136022.23139808074,53484.89,88117.0,32,Self-Employed,Single,7322.76,0.0131,167011.85,0,80C_Investment
861735.22,134806.132222806,2010.56,328340.48,52,Government,Single,7840.85,0.0091,261020.53,50000,80C_Investment
795183.92,143710.4845584609,57484.93,33913.82,71,Private,Single,24327.45,0.0306,223769.93,50000,80C_Investment
903165.04,138520.75705708947,9737.92,65011.76,37,Business,Married,47549.16,0.0526,234238.33,0,80C_Investment
887297.43,130710.03021641668,70604.79,42012.8,69,Private,Married,31329.54,0.0353,245507.25,50000,80C_Investment
682916.82,133446.67846275715,42289.68,110284.04,71,Government,Married,12982.53,0.019,200087.51,50000,80C_Investment
634576.2,147773.7200869369,7251.52,233475.79,31,Private,Married,4413.13,0.007,193574.65,50000,80C_Investment
791686.61,143733.6601032849,890.06,238439.62,64,Business,Married,10788.5,0.0136,236217.72,0,80C_Investment
686332.38,143047.80897704826,18780.33,12436.51,69,Private,Married,19882.62,0.029,194253.09,50000,80C_Investment
689962.67,144012.42450967382,67423.45,206829.71,20,Business,Married,5111.32,0.0074,210157.03,0,80C_Investment
695268.49,146193.49318184148,73053.42,263744.79,61,Self-Employed,Married,3057.95,0.0044,213865.82,0,80C_Investment
822108.81,147193.62731046235,9299.31,50661.62,40,Business,Single,37230.88,0.0453,219267.06,0,80C_Investment
590463.33,138981.41060169274,38435.34,35761.44,60,Private,Married,10435.02,0.0177,173789.54,50000,80C_Investment
978993.06,148030.09704172093,86249.78,371447.55,49,Private,Married,7872.09,0.008,297573.75,50000,80C_Investment
626816.66,149547.5815457409,62839.92,31238.91,26,Government,Married,11561.04,0.0184,184005.76,50000,80C_Investment
947080.69,132506.4082352435,20658.31,148362.77,50,Self-Employed,Married,33481.58,0.0354,262007.6,0,80C_Investment
731819.88,143439.57694268035,33204.13,141879.25,42,Government,Married,11315.62,0.0155,217012.18,50000,80C_Investment
868027.14,139979.65098037405,3576.93,240437.61,36,Government,Single,23331.91,0.0269,247492.55,50000,80C_Investment
684240.25,149362.81775403998,21888.23,217543.05,72,Private,Married,9419.79,0.0138,204063.17,50000,80C_Investment
615065.59,135159.50476657695,21166.84,158688.28,75,Private,Married,9255.32,0.015,182645.15,50000,80C_Investment
752777.4,134955.68196268383,25981.76,294296.4,43,Government,Married,7628.27,0.0101,227238.28,50000,80C_Investment
605439.84,140664.1827850471,67613.07,108834.37,66,Private,Married,6186.36,0.0102,182710.87,50000,80C_Investment
957177.07,139887.203985461,9549.89,20354.07,74,Government,Married,66423.54,0.0694,232215.71,50000,80C_Investment
609428.84,132178.22320926233,18249.29,54774.5,25,Private,Single,15442.63,0.0253,174699.17,50000,80C_Investment
821813.36,138264.98201673452,66909.97,49261.57,57,Self-Employed,Married,27494.47,0.0335,228911.3,0,80C_Investment
727691.4,131863.80533096395,40196.44,141011.78,32,Private,Married,11260.39,0.0155,215779.33,50000,80C_Investment
615068.03,143620.50336267837,68762.8,69459.34,21,Private,Married,9694.01,0.0158,182207.22,50000,80C_Investment
711204.48,136130.65084238493,30964.29,184347.62,33,Private,Married,9014.05,0.0127,212881.75,50000,80C_Investment
1217372.28,133164.23086298662,89594.0,372991.65,54,Government,Single,25750.47,0.0212,354069.69,50000,80C_Investment
781874.51,130158.87160892511,33254.46,96349.52,66,Business,Married,24640.54,0.0315,219304.3,0,80C_Investment
599932.27,130405.9722224859,32786.64,108206.82,72,Business,Married,9583.63,0.016,177595.24,0,80C_Investment
716021.9,146299.6180788352,43898.59,192521.94,24,Government,Single,8690.83,0.0121,214708.0,50000,80C_Investment
613648.3,135397.84302893988,24691.75,45583.22,31,Private,Married,12838.92,0.0209,178619.36,50000,80C_Investment
746248.32,135225.85874794688,36669.65,113852.83,57,Private,Married,12794.69,0.0171,220034.79,50000,80C_Investment
633991.56,134236.29132130375,58959.07,5069.77,75,Government,Married,15889.89,0.0251,181915.48,50000,80C_Investment
781018.28,131254.8869493099,39357.75,105179.34,66,Private,Married,18061.36,0.0231,225616.35,50000,80C_Investment
798068.33,134896.90617944385,50442.98,160641.45,68,Private,Married,15548.72,0.0195,233448.59,50000,80C_Investment
957240.86,148912.75380997802,59793.09,317659.99,41,Business,Married,18011.93,0.0188,280647.21,0,80C_Investment
615757.21,147507.67060330664,64926.43,20448.55,41,Private,Single,11403.73,0.0185,180712.52,50000,80C_Investment
830540.15,131365.99150997505,35690.52,95128.94,74,Private,Married,20861.64,0.0251,238266.89,50000,80C_Investment
612113.19,133086.29045099387,58597.41,87886.71,63,Private,Married,9932.07,0.0162,181047.24,50000,80C_Investment
623628.54,144324.79322772383,66142.76,111742.41,70,Private,Married,9788.57,0.0157,184783.53,50000,80C_Investment
555805.5,142179.8463133247,13732.35,86264.24,74,Private,Married,8818.55,0.0159,164592.76,50000,80C_Investment
853176.07,138488.5099693868,81364.69,207310.04,42,Government,Single,13940.39,0.0163,252250.55,50000,80C_Investment
802256.45,142758.1376918087,31881.89,303847.97,44,Private,Married,6992.07,0.0087,243311.94,50000,80C_Investment
911642.49,135474.63940639372,20856.01,64969.68,70,Private,Married,45029.86,0.0494,239402.6,50000,80C_Investment
699268.35,137317.07085972428,68825.97,8659.82,24,Government,Single,25571.62,0.0366,192600.1,50000,80C_Investment
765326.68,137772.73081585366,22128.42,34545.1,66,Business,Married,30521.63,0.0399,208260.3,0,80C_Investment
677501.29,145414.81328847818,25695.84,20409.91,67,Retired,Married,20970.05,0.031,190410.35,0,80C_Investment
528465.92,149330.13779182808,25846.42,210150.02,42,Self-Employed,Married,2130.07,0.004,162751.3,0,80C_Investment
605734.93,133874.13520781478,33006.37,194699.71,23,Government,Single,6544.82,0.0108,182444.48,50000,80C_Investment
603052.75,147766.80895928014,24157.65,35170.89,64,Government,Married,17102.64,0.0284,171049.82,50000,80C_Investment
1139474.81,136890.34950476023,99556.0,129252.72,56,Private,Married,51286.26,0.045,304229.88,50000,80C_Investment
519488.92,131404.55177595798,1827.67,31675.28,20,Government,Married,9289.9,0.0179,152790.64,50000,80C_Investment
656282.36,132309.64717583175,35334.01,89436.01,61,Government,Married,10783.64,0.0164,193976.46,50000,80C_Investment
773986.15,139842.199162637,42207.37,20473.59,55,Government,Married,22866.35,0.0295,218617.33,50000,80C_Investment
926042.52,147761.03629509665,35492.24,148749.42,40,Private,Single,36035.82,0.0389,252889.44,50000,80C_Investment
432295.79,143613.81360904258,30802.26,151104.36,31,Private,Married,0.0,0.0,134876.28,50000,80C_Investment
909409.93,141053.33446236054,40403.42,337938.17,47,Private,Married,11988.78,0.0132,271747.12,50000,80C_Investment
907991.29,140159.46057050096,2000.3,351764.63,54,Private,Married,9433.61,0.0104,273859.67,50000,80C_Investment
600670.08,147369.21711976046,47100.66,23457.03,63,Private,Married,11020.4,0.0183,176388.66,50000,80C_Investment
461638.82,143769.2780778873,24429.86,135752.26,33,Private,Married,2030.82,0.0044,142000.49,50000,80C_Investment
872798.39,144933.05738020068,80096.97,3606.32,55,Private,Married,33200.55,0.038,239112.55,50000,80C_Investment
745723.81,141437.80892051174,61196.75,105029.99,66,Private,Married,19494.57,0.0261,213171.25,50000,80C_Investment
652015.9,143724.3179823973,72465.7,13056.08,42,Private,Single,13831.85,0.0212,189597.11,50000,80C_Investment
783974.51,140023.19952302176,43200.47,187072.29,58,Private,Married,11998.5,0.0153,232601.54,50000,80C_Investment
569068.81,134502.594063467,46972.99,41438.43,74,Government,Married,7305.74,0.0128,170243.73,50000,80C_Investment
738958.95,139277.71905430988,50312.04,143007.12,72,Private,Married,16576.31,0.0224,213978.88,50000,80C_Investment
